Month,Day,Year,Bank,EIC,SSea,Consols,Market_debt,Event,Shock,Gold Standard,Partly Expected War,Note,Neal Consol Series
8,30,1833,,,,88.8,706.1315893,,0,1,0,,0
9,30,1833,,,,88.28125,705.1328282,,0,1,0,,0
10,30,1833,,,,87.28125,699.140198,,0,1,0,,0
11,30,1833,,,,88.0625,707.1303676,,0,1,0,,0
12,30,1833,,,,88.218,720.1144033,,0,1,0,,0
1,30,1834,,,,88.375,710.1266864,,0,1,0,,0
2,30,1834,,,,90.125,727.1057991,,0,1,0,,0
3,30,1834,,,,91.21875,717.6140646,,0,1,0,,0
4,30,1834,,,,90.78125,726.4856784,,0,1,0,,0
5,30,1834,,,,92.475,727.471406,,0,1,0,,0
6,30,1834,,,,91.716,728.4571429,,0,1,0,,0
7,30,1834,,,,90.95833333,716.628324,,0,1,0,,0
8,30,1834,,,,90.3,706.771003,,0,1,0,,0
9,30,1834,,,,90.3125,711.6996686,,0,1,0,,0
10,30,1834,,,,90.875,715.6426033,,0,1,0,,0
11,30,1834,,,,91.40625,718.5997924,,0,1,0,,0
12,30,1834,,,,91.296,725.4999265,,0,1,0,,0
1,30,1835,,,,91.1875,727.471406,,0,1,0,,0
2,30,1835,,,,91.78125,723.52846,,0,1,0,,0
3,30,1835,,,,91.9375,737.3017099,,0,1,0,,0
4,30,1835,,,,92.1875,743.3287165,,0,1,0,,0
5,30,1835,,,,91.8,731.2747268,,0,1,0,,0
6,30,1835,,,,90.993,734.28823,,0,1,0,,0
7,30,1835,,,,90.1875,723.2387487,,0,1,0,,0
8,30,1835,,,,89.90625,719.22075,,0,1,0,,0
9,30,1835,,,,90.65625,729.2657363,,0,1,0,,0
10,30,1835,,,,90.975,735.292726,,0,1,0,,0
11,30,1835,,,,91.46875,734.28823,,0,1,0,,0
12,30,1835,,,,91.249,741.3197147,,0,1,0,,0
1,30,1836,,,,91.03125,732.2792191,,0,1,0,,0
2,30,1836,,,,91.28125,736.2972081,,0,1,0,,0
3,30,1836,,,,91.575,737.3416831,,0,1,0,,0
4,30,1836,,,,91.78125,740.3676942,,0,1,0,,0
5,30,1836,,,,91.875,739.3590153,,0,1,0,,0
6,30,1836,,,,91.5,744.4024074,,0,1,0,,0
7,30,1836,,,,91.125,733.3069661,,0,1,0,,0
8,30,1836,,,,91.09375,738.3503562,,0,1,0,,0
9,30,1836,,,,89.875,722.2115468,,0,1,0,,0
10,30,1836,,,,88.625,716.1594911,,0,1,0,,0
11,30,1836,,,,87.65625,708.0900943,,0,1,0,,0
12,30,1836,,,,88.578,722.2115468,,0,1,0,,0
1,30,1837,,,,89.5,722.2115468,,0,1,0,,0
2,30,1837,,,,89.9375,724.2288925,,0,1,0,,0
3,30,1837,,,,90.05,728.898271,,0,1,0,,0
4,30,1837,,,,90.5625,730.9173807,,0,1,0,,0
5,30,1837,,,,91.03125,733.95,,0,1,0,,0
6,30,1837,,,,91.078,744.0415926,,0,1,0,,0
7,30,1837,,,,91.125,737.9842632,,0,1,0,,0
8,30,1837,,,,91.75,738.9938154,,0,1,0,,0
9,30,1837,,,,91.75,742.0224781,,0,1,0,,0
10,30,1837,,,,92.5625,751.1084512,,0,1,0,,0
11,30,1837,,,,93.28125,755.1466681,,0,1,0,,0
12,30,1837,,,,93.75,733.95,Canadian Rebellions,1,1,0,,0
1,30,1838,,,,91.45833333,743.0320194,,0,1,0,,0
2,30,1838,,,,92.21875,753.1275658,,0,1,0,,0
3,30,1838,,,,93.125,752.1931442,,0,1,0,,0
4,30,1838,,,,93.53125,755.2180464,,0,1,0,,0
5,30,1838,,,,94,766.3093839,,0,1,0,,0
6,30,1838,,,,95,767.31767,,0,1,0,,0
7,30,1838,,,,93.90625,757.2346622,,0,1,0,,0
8,30,1838,,,,93.975,758.2429514,,0,1,0,,0
9,30,1838,,,,93.96875,756.23,,0,1,0,,0
10,30,1838,,,,93.96875,751.1848502,,0,1,0,,0
11,30,1838,,,,93.925,756.23,,0,1,0,,0
12,30,1838,,,,93.2955,758.2429514,,0,1,0,,0
1,30,1839,,,,92.66666667,746.1433487,,0,1,0,,0
2,30,1839,,,,92.5,750.18,,0,1,0,,0
3,30,1839,,,,92.825,750.9244037,,0,1,0,,0
4,30,1839,,,,92.75,757.0129644,,0,1,0,,0
5,30,1839,,,,93.35,772.2344035,,0,1,0,,0
6,30,1839,,,,93.375,758.0277339,,0,1,0,,0
7,30,1839,,,,92,744.84,,0,1,0,,0
8,30,1839,,,,91.575,737.73,,0,1,0,,0
9,30,1839,,,,90.65625,734.6881966,,0,1,0,,0
10,30,1839,,,,90.525,736.7177213,,0,1,0,,0
11,30,1839,,,,90.5,736.7177213,,0,1,0,,0
12,30,1839,,,,90.828,747.8801165,,0,1,0,,0
1,30,1840,,,,91.15625,741.7915373,,0,1,0,,0
2,30,1840,,,,90.6875,736.7177213,,0,1,0,,0
3,30,1840,,,,90.59375,736.531608,,0,1,0,,0
4,30,1840,,,,90.875,736.531608,,0,1,0,,0
5,30,1840,,,,91.9375,748.7056834,,0,1,0,,0
6,30,1840,,,,91.64,744.6476462,,0,1,0,,0
7,30,1840,,,,91.34375,726.3865409,,0,1,0,,0
8,30,1840,,,,90.0625,728.42,,0,1,0,,0
9,30,1840,,,,88.1875,718.2704904,,0,1,0,,0
10,30,1840,,,,87.3,712.18,,0,1,0,,0
11,30,1840,,,,89.40625,734.502596,,0,1,0,,0
12,30,1840,,,,89.578,720.3,,0,1,0,,0
1,30,1841,,,,89.75,727.4010532,,0,1,0,,0
2,30,1841,,,,88.5625,718.2704904,,0,1,0,,0
3,30,1841,,,,88.28125,726.0714969,,0,1,0,,0
4,30,1841,,,,90.125,736.2834727,,0,1,0,,0
5,30,1841,,,,89.8125,735.262277,,0,1,0,,0
6,30,1841,,,,89.7185,734.2410724,,0,1,0,,0
7,30,1841,,,,89.625,734.2410724,,0,1,0,,0
8,30,1841,,,,89.46875,733.219871,,0,1,0,,0
9,30,1841,,,,89.53125,726.0714969,,0,1,0,,0
10,30,1841,,,,88.425,713.817119,,0,1,0,,0
11,30,1841,,,,88.96875,725.0502915,,0,1,0,,0
12,30,1841,,,,89.062,730.1562722,,0,1,0,,0
1,30,1842,,,,89.15625,726.0714969,,0,1,0,,0
2,30,1842,,,,89.28125,728.1138877,,0,1,0,,0
3,30,1842,,,,89.28125,734.7087783,,0,1,0,,0
4,30,1842,,,,91.275,755.1457479,,0,1,0,,0
5,30,1842,,,,92.5,757.1894352,,0,1,0,,0
6,30,1842,,,,91.687,744.927252,,0,1,0,,0
7,30,1842,,,,90.875,745.9491144,,0,1,0,,0
8,30,1842,,,,91.90625,760.2549688,,0,1,0,,0
9,30,1842,,,,92.75,753.1020545,,0,1,0,,0
10,30,1842,,,,93.5,765.3642119,,0,1,0,,0
11,30,1842,,,,94.25,768.4297557,,0,1,0,,0
12,30,1842,,,,94.375,775.5827104,,0,1,0,,0
1,30,1843,,,,94.5,769.4516121,,0,1,0,,0
2,30,1843,,,,95.125,782.7356305,,0,1,0,,0
3,30,1843,,,,96.6,790.0131299,,0,1,0,,0
4,30,1843,,,,96.75,786.95,,0,1,0,,0
5,30,1843,,,,96.03125,769.6,,0,1,0,,0
6,30,1843,,,,94.968,765.52,,0,1,0,,0
7,30,1843,,,,93.90625,766.5372926,,0,1,0,,0
8,30,1843,,,,94.21875,774.7028083,,0,1,0,,0
9,30,1843,,,,95.025,775.7234974,,0,1,0,,0
10,30,1843,,,,95.1875,779.8062327,,0,1,0,,0
11,30,1843,,,,96.03125,782.8683138,,0,1,0,,0
12,30,1843,,,,96.625,788.9924544,,0,1,0,,0
1,30,1844,,,,96.95833333,792.0545104,,0,1,0,,0
2,30,1844,,,,97.3125,798.1786441,,0,1,0,,0
3,30,1844,,,,98.3,783.8697765,,0,1,0,,0
4,30,1844,,,,99.84375,790.8066744,,0,1,0,,0
5,30,1844,,,,99.475,789.8157016,,0,1,0,,0
6,30,1844,,,,99.383,789.8157016,,0,1,0,,0
7,30,1844,,,,99.29166667,790.8066744,,0,1,0,,0
8,30,1844,,,,98.9,783.8697765,,0,1,0,,0
9,30,1844,,,,99.65625,792.7886468,,0,1,0,,0
10,30,1844,,,,100.3,792.7886468,,0,1,0,,0
11,30,1844,,,,100.53125,799.7255462,,0,1,0,,0
