Month,Day,Year,Bank,EIC,SSea,Consols,Market_debt,Event,Shock,Gold Standard,Partly Expected War,Note,Neal Consol Series
10,30,1796,146,175.75,,57.375,232.01,,0,1,0,,1
11,30,1796,143,177,,56.375,227.96,,0,1,0,,1
12,30,1796,138.25,171.5,,55.125,222.91,,0,1,0,,1
1,30,1797,145,166.5,,55.375,223.92,,0,1,0,,1
2,30,1797,135.25,151.75,,51.875,209.77,,0,0,0,,1
3,30,1797,128,148,,50.125,216.69,,0,0,0,,1
4,30,1797,121.75,150.5,,48.25,208.58,,0,0,0,,1
5,30,1797,115.5,144.5,,47.875,206.96,,0,0,0,,1
6,30,1797,126.5,163.5,,54.375,235.06,,0,0,0,,1
7,30,1797,131,159.5,,53,229.11,Bank Restrictions Act,1,0,0,,1
8,30,1797,131,159,,52.375,226.41,,0,0,0,,1
9,30,1797,126.5,152.5,,49.5,213.98,,0,0,0,,1
10,30,1797,119,150.5,,49.25,212.9,,0,0,0,,1
11,30,1797,118.25,148.75,,49.25,212.9,,0,0,0,,1
12,30,1797,118,150.75,,49.5,213.98,,0,0,0,,1
1,30,1798,119,146.5,,47.625,205.88,,0,0,0,,1
2,30,1798,122.75,147.25,,49.875,215.6,,0,0,0,,1
3,30,1798,122.25,149,,49.875,232.85,,0,0,0,,1
4,30,1798,116.75,148.5,,48.25,225.26,,0,0,0,,1
5,30,1798,118,149.5,,49.5,231.1,Irish Rebellion,1,0,0,,1
6,30,1798,118.5,149,,49.25,229.93,,0,0,0,,1
7,30,1798,125.5,146.25,,50,233.43,,0,0,0,,1
8,30,1798,130,148,,50,233.43,,0,0,0,,1
9,30,1798,130,150.25,,50.5,235.76,,0,0,0,,1
10,30,1798,139.5,163.5,,56.125,262.03,,0,0,0,,1
11,30,1798,132,160,,52.625,245.68,,0,0,0,,1
12,30,1798,136.25,166,,54.625,255.02,,0,0,0,,1
1,30,1799,139.25,162,,52.875,246.85,,0,0,0,,1
2,30,1799,139,166,,54,252.1,,0,0,0,,1
3,30,1799,134.75,164.25,,53.5,254.89,,0,0,0,,1
4,30,1799,137.5,170,,55.5,264.42,Fourth Anglo-Mysore War,0,0,0,5 Month Information Lag,1
5,30,1799,140.25,170.5,,56,266.8,,0,0,0,,1
6,30,1799,154,182.75,,61.875,294.79,,0,0,0,,1
7,30,1799,168,191,,63.375,301.94,,0,0,0,,1
8,30,1799,173.5,200.75,,66.625,317.43,,0,0,0,,1
9,30,1799,163,195,,60.625,288.84,,1,0,0,,1
10,30,1799,159,194,,60.75,289.43,,0,0,0,,1
11,30,1799,158,197,,63.375,301.94,,0,0,0,,1
12,30,1799,155,198.25,,63,300.15,,0,0,0,,1
1,30,1800,155.75,194.5,,60.375,287.65,,0,0,0,,1
2,30,1800,161,202,,63.125,300.75,,0,0,0,,1
3,30,1800,163,209.5,,63.375,317.93,,0,0,0,,1
4,30,1800,161.25,208.5,,63.25,317.3,,0,0,0,,1
5,30,1800,161,210.5,,64,321.07,,0,0,0,,1
6,30,1800,161.75,211.25,,64.875,325.46,,0,0,0,,1
7,30,1800,166,206,,65,326.08,,0,0,0,,1
8,30,1800,172,203.5,,65.75,329.85,,0,0,0,,1
9,30,1800,175,208.5,,66,331.1,,0,0,0,,1
10,30,1800,165.75,205,,63.75,319.81,,0,0,0,,1
11,30,1800,165.25,205.75,,63.5,318.56,,0,0,0,,1
12,30,1800,160.75,205.25,,62.875,315.42,,0,0,0,,1
1,30,1801,153,188.5,,57.625,289.09,,0,0,0,,1
2,30,1801,152.5,185.5,,55.875,280.31,,0,0,0,,1
3,30,1801,160,194,,57.875,320.46,,0,0,0,,1
4,30,1801,165.5,199,,61.25,339.15,,0,0,0,,1
5,30,1801,167.5,200,,61.125,338.46,,0,0,0,,1
6,30,1801,167.75,201,,61.875,342.61,,0,0,0,,1
7,30,1801,166.25,192.75,,58.5,323.92,,0,0,0,,1
8,30,1801,169,198,,60.5,335,,0,0,0,,1
9,30,1801,168,193.25,,58.75,325.31,,0,0,0,,1
10,30,1801,189.5,216,,68.125,377.22,,0,0,0,,1
11,30,1801,187,215,,67.5,373.75,,0,0,0,,1
12,30,1801,187.25,218.5,,68.875,381.37,,0,0,0,,1
1,30,1802,190.5,213,,68.625,379.98,,0,0,0,,1
2,30,1802,190.75,214.75,,69.125,382.75,,0,0,0,,1
3,30,1802,191.5,215.5,,70.625,408.98,,0,0,0,,1
4,30,1802,195,226,,76.875,445.17,,0,0,0,,1
5,30,1802,183,218,,75.875,439.38,,0,0,0,,1
6,30,1802,189.25,220.75,,75.25,435.76,,0,0,0,,1
7,30,1802,186,209,,71.75,415.49,,0,0,0,,1
8,30,1802,183.5,204,,67.25,389.43,,0,0,0,,1
9,30,1802,187,208,,69.375,401.74,,0,0,0,,1
10,30,1802,179.5,205,,68.25,395.22,,0,0,0,,1
11,30,1802,178.75,202.5,,67.375,390.15,,0,0,0,,1
12,30,1802,187,216.75,,73.375,424.9,,0,0,0,,1
1,30,1803,187,210.25,,70.75,409.7,,0,0,0,,1
2,30,1803,189.5,215.5,,71.125,411.87,,0,0,0,,1
3,30,1803,175,201.75,,62.125,363.41,,0,0,0,,1
4,30,1803,170.5,206.75,,63.125,369.26,,0,0,0,,1
5,30,1803,150,178,,60,350.98,Napoleonic Wars,1,0,1,,1
6,30,1803,144,173.5,,57.25,334.9,,0,0,0,,1
7,30,1803,137,157,,52.125,304.92,,0,0,0,,1
8,30,1803,142.5,164,,54.125,316.62,,0,0,0,,1
9,30,1803,142.5,162,,52.5,307.11,,0,0,0,,1
10,30,1803,141.5,163.5,,53.625,313.69,,0,0,0,,1
11,30,1803,144,168.5,,54.5,318.81,,0,0,0,,1
12,30,1803,146.25,171.25,,56.125,328.32,,0,0,0,,1
1,30,1804,154.5,172.5,,55.75,326.12,,0,0,0,,1
2,30,1804,154,170,,55.625,325.39,,0,0,0,,1
3,30,1804,154.5,170,,56.5,340.77,,0,0,0,,1
4,30,1804,149.5,170.5,,56,337.75,,0,0,0,,1
5,30,1804,152.25,169.5,,56,337.75,,0,0,0,,1
6,30,1804,155,174.75,,57.125,344.54,,0,0,0,,1
7,30,1804,161,177,,58.625,353.58,,0,0,0,,1
8,30,1804,160.5,176.5,,57,343.78,,0,0,0,,1
9,30,1804,161.75,177.5,,57.25,345.29,,0,0,0,,1
10,30,1804,163,177.75,,57.5,346.8,,0,0,0,,1
11,30,1804,167.5,181.5,,58.625,353.58,,0,0,0,,1
12,30,1804,168.25,185,,59.5,358.86,,0,0,0,,1
1,30,1805,179,188,,61,367.91,,0,0,0,,1
2,30,1805,179.25,184,,58,349.81,,0,0,0,,1
3,30,1805,178,180.75,,58.125,365.84,,0,0,0,,1
4,30,1805,172.5,179,,58.125,365.84,,0,0,0,,1
5,30,1805,172.5,181.5,,59.25,372.92,,0,0,0,,1
6,30,1805,179.25,182.5,,59.75,376.07,,0,0,0,,1
7,30,1805,182.75,182.5,,58.625,368.99,,0,0,0,,1
8,30,1805,178.5,177,,58.25,366.63,,0,0,0,,1
9,30,1805,196,181,,58.75,369.77,,0,0,0,,1
10,30,1805,190.5,187,,59.25,372.92,,0,0,0,,1
11,30,1805,195,189.25,,61,383.93,,0,0,0,,1
12,30,1805,194.5,192.25,,60.25,379.21,,0,0,0,,1
1,30,1806,197.5,186,,60.875,383.15,,0,0,0,,1
2,30,1806,203,183,,59.875,376.85,,0,0,0,,1
3,30,1806,208,183,,60.625,393.76,,0,0,0,,1
4,30,1806,212.5,179.75,,60.125,390.52,,0,0,0,,1
5,30,1806,209,183.75,,61.375,398.64,,0,0,0,,1
6,30,1806,211,192,,63.5,410.81,,0,0,0,,1
7,30,1806,212,185.5,,64,415.69,,0,0,0,,1
8,30,1806,219,188,,62.875,408.38,,0,0,0,,1
9,30,1806,222.5,187,,63.125,410,,0,0,0,,1
10,30,1806,213.25,183,,61.25,397.82,,0,0,0,,1
11,30,1806,212,179.5,,59.25,384.83,,0,0,0,,1
12,30,1806,208.5,182.25,,60.375,392.14,,0,0,0,,1
1,30,1807,218,181.5,,62,402.7,,0,0,0,,1
2,30,1807,225,185.5,,62.375,405.13,,0,0,0,,1
3,30,1807,228.75,183,,62.125,408.79,,0,0,0,,1
4,30,1807,233,187.5,,63.375,417.02,,0,0,0,,1
5,30,1807,230.5,187.5,,63.625,418.66,,0,0,0,,1
6,30,1807,233.25,187.75,,63.875,420.31,,0,0,0,,1
7,30,1807,231.5,175,,62,407.97,,0,0,0,,1
8,30,1807,232.5,177,,62.5,411.26,,0,0,0,,1
9,30,1807,231.5,174.25,,62.75,412.91,,0,0,0,,1
10,30,1807,224,174,,62.75,412.91,,0,0,0,,1
11,30,1807,225.5,179,,63.875,420.31,,0,0,0,,1
12,30,1807,224.25,179,,64.25,422.78,,0,0,0,,1
1,30,1808,227.5,171.5,,63.5,417.84,,0,0,0,,1
2,30,1808,232,172.5,,63.875,420.31,,0,0,0,,1
3,30,1808,233,172,,64.625,431.47,,0,0,0,,1
4,30,1808,234.5,182.25,,66.625,444.82,,0,0,0,,1
5,30,1808,239,177.5,,68.125,454.84,,0,0,0,,1
6,30,1808,240.5,182.5,,69.75,465.69,,0,0,0,,1
7,30,1808,243,185,,68,454,,0,0,0,,1
8,30,1808,239.5,179,,65.75,438.98,,0,0,0,,1
9,30,1808,240.75,179,,66,440.65,,0,0,0,,1
10,30,1808,235,180.25,,67.125,448.16,,0,0,0,,1
11,30,1808,236,181.5,,66.375,443.15,,0,0,0,,1
12,30,1808,235,185.5,,66.875,446.49,,0,0,0,,1
1,30,1809,244,183.5,,66.625,444.82,,0,0,0,,1
2,30,1809,245.75,184.75,,67.75,452.33,,0,0,0,,1
3,30,1809,247,183.75,,67.375,462.04,,0,0,0,,1
4,30,1809,245.5,185.75,,67.75,464.62,,0,0,0,,1
5,30,1809,249.5,188.75,,68.125,467.19,,0,0,0,,1
6,30,1809,260,195,,69.25,474.9,,0,0,0,,1
7,30,1809,260.75,187.5,,68,466.33,,0,0,0,,1
8,30,1809,267,187,,68.25,468.04,,0,0,0,,1
9,30,1809,268,188,,68.25,468.04,,0,0,0,,1
10,30,1809,277,194,,69.25,474.9,,0,0,0,,1
11,30,1809,279,196,,70,480.05,,0,0,0,,1
12,30,1809,277,195.25,,70.75,485.19,,0,0,0,,1
1,30,1810,276,188.5,,67.875,465.47,,0,0,0,,1
2,30,1810,275.5,185.5,,67.875,465.47,,0,0,0,,1
3,30,1810,276,186,,68.875,482.48,,0,0,0,,1
4,30,1810,269.5,185,,70.125,491.24,,0,0,0,,1
5,30,1810,262.5,192,,70.375,492.99,,0,0,0,,1
6,30,1810,258,193,,71.25,499.12,,0,0,0,,1
7,30,1810,269,186,,68.75,481.6,Export Bubble Crash,1,0,0,,1
8,30,1810,257.5,181,,68.125,477.23,,0,0,0,,1
9,30,1810,255,175.5,,64,448.33,,0,0,0,,1
10,30,1810,254,182,,66,462.34,,0,0,0,,1
11,30,1810,244,184,,66.875,468.47,,0,0,0,,1
12,30,1810,243,183.25,,67.125,470.22,,0,0,0,,1
1,30,1811,242.25,178,,65.875,461.46,Luddite Uprising,1,0,0,,1
2,30,1811,241,176.5,,65.625,460.59,,0,0,0,,1
3,30,1811,245.25,178.5,,64.5,467.85,,0,0,0,,1
4,30,1811,245,182.25,,64.75,466.95,,0,0,0,,1
5,30,1811,240.5,183,,64.625,464.25,,0,0,0,,1
6,30,1811,233,182,,64.375,459.74,,0,0,0,,1
7,30,1811,241,175,,62.5,448.02,,0,0,0,,1
8,30,1811,236,184,,64.25,462.45,,0,0,0,,1
9,30,1811,238,182.5,,63.625,458.84,,0,0,0,,1
10,30,1811,232,183,,64,462.45,,0,0,0,,1
11,30,1811,231,184.5,,63.375,457.94,,0,0,0,,1
12,30,1811,230,183,,63.375,457.94,,0,0,0,,1
1,30,1812,232,182,,62.75,452.53,,0,0,0,,1
2,30,1812,230.5,177.5,,61.5,443.52,,0,0,0,,1
3,30,1812,230,176.5,,59.625,469.68,,0,0,0,,1
4,30,1812,228.75,176.5,,61.75,457.4,,0,0,0,,1
5,30,1812,224,175.5,,61.25,463.07,,0,0,0,,1
6,30,1812,215,176.25,,61,462.12,War of 1812,1,0,1,,1
7,30,1812,212.5,164.75,,56.25,428.1,,0,0,0,,1
8,30,1812,222,169,,59.375,446.06,,0,0,0,,1
9,30,1812,226,167,,57.875,429.99,,0,0,0,,1
10,30,1812,214.75,163.25,,58.75,444.17,,0,0,0,,1
11,30,1812,216.25,163,,58.375,441.33,,0,0,0,,1
12,30,1812,223,163.25,,58.375,453.62,,0,0,0,,1
1,30,1813,221,164,,59.25,447.95,,0,0,0,,1
2,30,1813,219,161,,58.5,442.28,,0,0,0,,1
3,30,1813,219.25,161,,59,499.1,,0,0,0,,1
4,30,1813,217,166.5,,59.75,505.44,,0,0,0,,1
5,30,1813,214.5,170,,58.375,493.81,,0,0,0,,1
6,30,1813,213.5,169,,57.75,488.52,,0,0,0,,1
7,30,1813,218.5,168,,57.75,488.52,,0,0,0,,1
8,30,1813,219,165,,56.875,481.12,,0,0,0,,1
9,30,1813,217.5,173,,58.75,496.98,,0,0,0,,1
10,30,1813,219,172.5,,58,490.64,,0,0,0,,1
11,30,1813,228,182,,61.25,507.56,,0,0,0,,1
12,30,1813,237,182,,61.5,509.67,,0,0,0,,1
1,30,1814,262,194,,66.875,566.56,,0,0,0,,1
2,30,1814,263,199,,70.375,595.32,,0,0,0,,1
3,30,1814,261.5,199,,62.75,542.2,,0,0,0,,1
4,30,1814,252.5,196,,67.5,583.25,,0,0,0,,1
5,30,1814,249.5,194.5,,67.5,583.25,,0,0,0,,1
6,30,1814,256,192.5,,67.5,583.25,,0,0,0,,1
7,30,1814,258.25,194,,67.25,581.09,,0,0,0,,1
8,30,1814,256.25,194,,65.25,563.8,,0,0,0,,1
9,30,1814,254,190.5,,65.25,563.8,,0,0,0,,1
10,30,1814,246.5,189,,64.25,555.16,,0,0,0,,1
11,30,1814,249.5,187.5,,66,570.28,,0,0,0,,1
12,30,1814,250,187.5,,66.125,571.36,,0,0,0,,1
1,30,1815,257.75,192,,65.25,563.8,,0,0,0,,1
2,30,1815,257.5,192.75,,63.875,551.92,,0,0,0,,1
3,30,1815,257,191.25,,58.25,549.08,,0,0,0,,1
4,30,1815,230,175.5,,57.125,538.48,,0,0,0,,1
5,30,1815,228.5,176.5,,59.375,559.69,,0,0,0,,1
6,30,1815,230,177,,59,556.15,,0,0,0,,1
7,30,1815,229,175,,56.75,534.94,,0,0,0,,1
8,30,1815,225.5,171.5,,56.375,531.41,,0,0,0,,1
9,30,1815,255,171,,57.125,538.48,,0,0,0,,1
10,30,1815,242.5,178,,61,575,,0,0,0,,1
11,30,1815,237.5,189.5,,61.125,576.18,,0,0,0,,1
12,30,1815,238,189.5,,60.875,576.18,,0,0,0,,1
1,30,1816,251,186.5,,61.75,582.07,,0,0,0,,1
2,30,1816,252,181.5,,61.75,582.07,,0,0,0,,1
3,30,1816,251,181,,60.125,554.46,,0,0,0,,1
4,30,1816,261.75,184,,62.375,575.21,,0,0,0,,1
5,30,1816,224,191.5,,64.25,592.5,,0,0,0,,1
6,30,1816,219,188,,64.25,592.5,,0,0,0,,1
7,30,1816,220,180.5,,63.25,583.28,,0,0,0,,1
8,30,1816,216.5,179.5,,61.625,568.3,,0,0,0,,1
9,30,1816,216.5,182,,61.5,567.14,,0,0,0,,1
10,30,1816,216.5,181.5,,61.875,570.6,,0,0,0,,1
11,30,1816,218.25,189,,63,580.98,,0,0,0,,1
12,30,1816,219.5,193,,63,580.98,,0,0,0,,1
1,30,1817,225,193.5,,63.5,585.59,,0,0,0,,1
2,30,1817,244,199,,67.375,621.32,,0,0,0,,1
3,30,1817,247.25,202,,71.625,646.45,,0,0,0,,1
4,30,1817,251.5,208,,72.125,650.96,,0,0,0,,1
5,30,1817,256,213,,73.125,659.99,,0,0,0,,1
6,30,1817,274,217.5,,73,658.86,,0,0,0,,1
7,30,1817,280,230,,77.75,701.73,,0,0,0,,1
8,30,1817,281.25,231.5,,79,713.01,,0,0,0,,1
9,30,1817,280.25,239,,81,731.06,,0,0,0,,1
10,30,1817,285.75,239.5,,82.375,743.47,,0,0,0,,1
11,30,1817,289.5,246.5,,83.375,752.5,,0,0,0,,1
12,30,1817,290.5,247,,83.375,752.5,,0,0,0,,1
1,30,1818,287,240,,78.875,711.88,,0,0,0,,1
2,30,1818,289.5,240.75,,79.75,719.78,,0,0,0,,1
3,30,1818,284,240.75,,78.75,725.99,,0,0,0,,1
4,30,1818,282,236.5,,79.5,732.91,,0,0,0,,1
5,30,1818,278.5,231.5,,79,728.3,,0,0,0,,1
6,30,1818,279.5,232,,79,728.3,,0,0,0,,1
7,30,1818,277,233.5,,77.25,712.16,,0,0,0,,1
8,30,1818,270,225.5,,74,682.2,,0,0,0,,1
9,30,1818,268.5,225.5,,74.625,687.96,,0,0,0,,1
10,30,1818,274.5,233.5,,77.625,715.62,,0,0,0,,1
11,30,1818,268.5,232,,78.25,721.38,,0,0,0,,1
12,30,1818,268,233,,79.125,729.45,,0,0,0,,1
1,30,1819,272.5,232.75,,78.5,723.69,,0,0,0,,1
2,30,1819,266,229,,73,672.98,,0,0,0,,1
3,30,1819,261,222,,74.25,686.48,,0,0,0,,1
4,30,1819,250.5,220,,72,665.67,,0,0,0,,1
5,30,1819,220,211,,67.125,620.6,,0,0,0,,1
6,30,1819,216,210,,66.25,612.51,,0,0,0,,1
7,30,1819,233,222,,71.375,659.9,,0,0,0,,1
8,30,1819,230.5,219,,71.625,662.21,,0,0,0,,1
9,30,1819,230.5,219,,69.5,642.56,,0,0,0,,1
10,30,1819,213.5,206.5,,66.5,614.82,,0,0,0,,1
11,30,1819,216.25,209,,67.625,625.23,,0,0,0,,1
12,30,1819,217,209,,67,619.45,,0,0,0,,1
1,30,1820,222.5,208.5,,67.875,627.54,,0,0,0,,1
2,30,1820,223,214,,68.25,631,,0,0,0,,1
3,30,1820,224.5,214.5,,68.625,641.98,,0,0,0,,1
4,30,1820,223.5,218.5,,69.5,650.17,,0,0,0,,1
5,30,1820,224.5,219.5,,69.625,651.34,,0,0,0,,1
6,30,1820,219.5,221,,69.875,653.67,,0,0,0,,1
7,30,1820,226,217.75,,68.5,640.81,,0,0,0,,1
8,30,1820,221,215.5,,67.5,631.46,,0,0,0,,1
9,30,1820,221.5,215,,66.25,619.76,,0,0,0,,1
10,30,1820,215.5,221.75,,67.875,634.96,,0,0,0,,1
11,30,1820,219,224.5,,69.375,649,,0,0,0,,1
12,30,1820,221,224.5,,69.625,651.34,,0,0,0,,1
1,30,1821,228,228.5,,71.5,668.88,,0,0,0,,1
2,30,1821,226.5,230.5,,72.875,681.74,,0,0,0,,1
3,30,1821,226,230,,71.875,668.3,,0,0,0,,1
4,30,1821,223.5,230.5,,72.375,672.95,,0,0,0,,1
5,30,1821,232.75,235,,76.75,713.63,,0,1,0,,1
6,30,1821,229.75,236,,76.625,712.47,,0,1,0,,1
7,30,1821,230,230,,74.375,691.55,,0,1,0,,1
8,30,1821,236,232.5,,76,706.66,,0,1,0,,1
9,30,1821,237,234.25,,76.375,710.14,,0,1,0,,1
10,30,1821,238.5,241,,77.5,720.6,,0,1,0,,1
11,30,1821,239,240,,77.5,720.6,,0,1,0,,1
12,30,1821,235,240,,77.25,718.28,,0,1,0,,1
1,30,1822,238.25,238.5,,76.125,707.82,,0,1,0,,1
2,30,1822,249,247,,78.625,731.06,,0,1,0,,1
3,30,1822,249.5,247,,79.5,700.13,,0,1,0,,1
4,30,1822,237,242,,78.5,691.32,,0,1,0,,1
5,30,1822,240,239,,79.375,699.03,,0,1,0,,1
6,30,1822,242.5,239.5,,79.5,700.13,,0,1,0,,1
7,30,1822,251.5,251,,80.375,707.83,,0,1,0,,1
8,30,1822,252.5,251,,80.375,707.83,,0,1,0,,1
9,30,1822,252.5,252.25,,81.375,716.64,,0,1,0,,1
10,30,1822,251,257,,82.375,725.45,,0,1,0,,1
11,30,1822,246.75,257.5,,81.125,714.44,,0,1,0,,1
12,30,1822,246.5,252,,79.625,701.23,,0,1,0,,1
1,30,1823,241.5,245,,76.875,677.01,,0,1,0,,1
2,30,1823,239,235.5,,73,642.88,,0,1,0,,1
3,30,1823,236,233,,74.375,651.32,,0,1,0,,1
4,30,1823,214.75,243.5,,77.375,677.59,,0,1,0,,1
5,30,1823,219.25,251.5,,80.75,707.15,,0,1,0,,1
6,30,1823,221.25,251.5,,80.875,708.24,,0,1,0,,1
7,30,1823,222.25,252,,80.75,707.15,,0,1,0,,1
8,30,1823,226.5,264.25,,82.875,725.76,,0,1,0,,1
9,30,1823,226.75,265.75,,83.125,727.95,,0,1,0,,1
10,30,1823,221.75,263.75,,82.25,720.28,,0,1,0,,1
11,30,1823,224,268,,84.25,737.8,,0,1,0,,1
12,30,1823,230.5,269,,84.125,757.5,,0,1,0,,1
1,30,1824,,,,89,794.72,,0,1,0,,0
2,30,1824,,,,91.5,812.24,,0,1,0,,0
3,30,1824,,,,93.875,803.4789038,,0,1,0,,0
4,30,1824,,,,95.925,818.3778333,,0,1,0,,0
5,30,1824,,,,95.875,803.4789038,,0,1,0,,0
6,30,1824,,,,94.218,818.3778333,,0,1,0,,0
7,30,1824,,,,92.5625,783.258885,,0,1,0,,0
8,30,1824,,,,93.28125,797.0936201,,0,1,0,,0
9,30,1824,,,,94.28125,813.06,,0,1,0,,0
10,30,1824,,,,95.95,818.3778333,,0,1,0,,0
11,30,1824,,,,95.75,813.06,,0,1,0,,0
12,30,1824,,,,95.125,807.74,,0,1,0,,0
1,30,1825,,,,93.75,797.0936201,,0,1,0,,0
2,30,1825,,,,93.75,796.0294063,,0,1,0,,0
3,30,1825,,,,93.375,790.43918,,0,1,0,,0
4,30,1825,,,,92.59375,773.49,,0,1,0,,0
5,30,1825,,,,90.34375,758.6520887,,0,1,0,,0
6,30,1825,,,,90.28,775.6052121,,0,1,0,,0
7,30,1825,,,,90.21875,762.8903745,,0,1,0,,0
8,30,1825,,,,89.75,740.6393967,,0,1,0,,0
9,30,1825,,,,88.125,745.9372496,,0,1,0,,0
10,30,1825,,,,87.90625,741.698974,,0,1,0,,0
11,30,1825,,,,86.0625,692.96,,0,1,0,,0
12,30,1825,,,,83.197,688.7204686,Bank Panic,1,1,0,,0
1,30,1826,,,,80.33333333,678.1247705,,0,1,0,,0
2,30,1826,,,,77.34375,654.8142392,,0,1,0,,0
3,30,1826,,,,78.025,683.8102186,,0,1,0,,0
4,30,1826,,,,79.1875,665.6180766,,0,1,0,,0
5,30,1826,,,,78.375,679.53,,0,1,0,,0
6,30,1826,,,,77.796,672.0388211,,0,1,0,,0
7,30,1826,,,,77.21875,667.76,,0,1,0,,0
8,30,1826,,,,78.65625,672.0388211,,0,1,0,,0
9,30,1826,,,,79.5,684.880336,,0,1,0,,0
10,30,1826,,,,80.875,699.8620878,,0,1,0,,0
11,30,1826,,,,82.8125,722.33,,0,1,0,,0
12,30,1826,,,,83.375,691.3010852,,0,1,0,,0
1,30,1827,,,,78.45833333,682.7400824,,0,1,0,,0
2,30,1827,,,,81.8125,705.21,,0,1,0,,0
3,30,1827,,,,82.375,700.9997687,,0,1,0,,0
4,30,1827,,,,83.0625,704.1861247,,0,1,0,,0
5,30,1827,,,,82.84375,716.9315655,,0,1,0,,0
6,30,1827,,,,84.5937,734.9876273,,0,1,0,,0
7,30,1827,,,,86.34375,756.23,,0,1,0,,0
8,30,1827,,,,87.825,740.2982226,,0,1,0,,0
9,30,1827,,,,87.09375,738.1739936,,0,1,0,,0
10,30,1827,,,,87.28125,742.4224738,,0,1,0,,0
11,30,1827,,,,85.9,719.0558159,,0,1,0,,0
12,30,1827,,,,85.3875,709.4967228,,0,1,0,,0
1,30,1828,,,,84.875,727.5527902,,0,1,0,,0
2,30,1828,,,,84.85,709.4967228,,0,1,0,,0
3,30,1828,,,,83.28125,711.43,,0,1,0,,0
4,30,1828,,,,84.5,723.0398419,,0,1,0,,0
5,30,1828,,,,85.5,726.2064311,,0,1,0,,0
6,30,1828,,,,85.9375,747.3170865,,0,1,0,,0
7,30,1828,,,,86.375,738.8728299,,0,1,0,,0
8,30,1828,,,,87.25,738.8728299,,0,1,0,,0
9,30,1828,,,,88.09375,733.6,,0,1,0,,0
10,30,1828,,,,86.25,729.3730318,,0,1,0,,0
11,30,1828,,,,86.65625,731.4840878,,0,1,0,,0
12,30,1828,,,,86.499,738.8728299,,0,1,0,,0
1,30,1829,,,,86.34375,735.7062155,,0,1,0,,0
2,30,1829,,,,87.09375,734.6506853,,0,1,0,,0
3,30,1829,,,,87.09375,738.4669456,,0,1,0,,0
4,30,1829,,,,87.75,726.8624681,,0,1,0,,0
5,30,1829,,,,87.625,745.8516037,,0,1,0,,0
6,30,1829,,,,87.968,738.4669456,,0,1,0,,0
7,30,1829,,,,88.3125,750.0714257,,0,1,0,,0
8,30,1829,,,,88.71875,750.0714257,,0,1,0,,0
9,30,1829,,,,88.9375,752.1813268,,0,1,0,,0
10,30,1829,,,,90.2,768.0056162,,0,1,0,,0
11,30,1829,,,,92.3125,791.214578,,0,1,0,,0
12,30,1829,,,,92.859,789.1046601,,0,1,0,,0
1,30,1830,,,,93.40625,782.7749673,,0,1,0,,0
2,30,1830,,,,91.96875,773.2803697,,0,1,0,,0
3,30,1830,,,,92.25,745.9988875,,0,1,0,,0
4,30,1830,,,,92.8,743.9854039,,0,1,0,,0
5,30,1830,,,,92.79166667,744.99,,0,1,0,,0
6,30,1830,,,,92.41,740.9651496,,0,1,0,,0
7,30,1830,,,,92.03125,731.9,,0,1,0,,0
8,30,1830,,,,91.53125,726.8707166,Swing Riots,1,1,0,,0
9,30,1830,,,,88.46875,702.71,,0,1,0,,0
10,30,1830,,,,85.65,679.5536346,,0,1,0,,0
11,30,1830,,,,82.75,665.4592026,,0,1,0,,0
12,30,1830,,,,81.875,654.3849883,,0,1,0,,0
1,30,1831,,,,81,651.3647565,,0,1,0,,0
2,30,1831,,,,79.5,620.1556203,,0,1,0,,0
3,30,1831,,,,76.65625,619.4956783,,0,1,0,,0
4,30,1831,,,,78.75,635.5603946,,0,1,0,,0
5,30,1831,,,,82.40625,675.722198,,0,1,0,,0
6,30,1831,,,,82.312,667.689823,,0,1,0,,0
7,30,1831,,,,82.21875,664.6777045,,0,1,0,,0
8,30,1831,,,,81.75,657.6493892,,0,1,0,,0
9,30,1831,,,,81.925,654.637247,,0,1,0,,0
10,30,1831,,,,81.53125,664.6777045,,0,1,0,,0
11,30,1831,,,,82.625,670.7019603,,0,1,0,,0
12,30,1831,,,,82.41665,678.7343165,,0,1,0,,0
1,30,1832,,,,82.20833333,662.6696134,,0,1,0,,0
2,30,1832,,,,82.375,662.6696134,,0,1,0,,0
3,30,1832,,,,83.2,668.4300207,,0,1,0,,0
4,30,1832,,,,84.34375,682.4600313,,0,1,0,,0
5,30,1832,,,,84.5,688.4728963,,0,1,0,,0
6,30,1832,,,,83.859,681.4578854,,0,1,0,,0
7,30,1832,,,,83.21875,668.4300207,,0,1,0,,0
8,30,1832,,,,83.925,675.445021,,0,1,0,,0
9,30,1832,,,,84.4375,673.4407352,,0,1,0,,0
10,30,1832,,,,84.09375,674.4428926,,0,1,0,,0
11,30,1832,,,,83.575,665.4235947,,0,1,0,,0
12,30,1832,,,,85.006,689.4750425,,0,1,0,,0
1,30,1833,,,,86.4375,707.5136409,,0,1,0,,0
2,30,1833,,,,87.6875,702.5029064,,0,1,0,,0
3,30,1833,,,,87.725,697.1426519,,0,1,0,,0
4,30,1833,,,,87.59375,700.138955,,0,1,0,,0
5,30,1833,,,,88.225,713.1230041,,0,1,0,,0
6,30,1833,,,,88.4875,721.1131746,,0,1,0,,0
7,30,1833,,,,88.75,713.1230041,,0,1,0,,0
